n,M(n),M_total,omega,f
368,4.2605787723676644049304593424526254461859792033869e-33,1.6725737246230970541342185952870291198037171468836e-27,133286989223794.25932524024916997240286628838066307,21213283184803.04221497999563270527874869942957128
369,5.6012123929906538322660436021647808453962410079633e-33,1.6725793258354900447880508613306312845845625431246e-27,133286766044735.01531004098262289661131079851576478,21213247664752.568931003279419385165160161220658181
370,4.3680366370708614311937394737139838108977070537172e-33,1.6725836938721271156494820550701049985683734408316e-27,133286592002066.9067600058142155872149235280425451,21213219965001.630553095195595920948636772677838602
371,1.753492478386692947424405358737293365482972755339e-34,1.6725838692213749543187767975106408722977099891289e-27,133286585015360.68019005435619555634570251306154971,21213218853032.798663563771172779475555889138216059
372,-3.9044961784703372690378859620349790111520828161587e-33,1.6725799647251964839815077596246788373186988370461e-27,133286740588388.30591940382998843818671879038304633,21213243613249.157070379330349593728121765393506529
373,-5.0384556663266769033712479006747723848720883724343e-33,1.6725749262695301573046043883767781625463139649577e-27,133286941344365.53198680288421180607591805346098024,21213275564555.287842972275782613411567332238730225
374,-4.4439170135300940550862430905049501188758163102452e-33,1.6725704823525166272105493021336876575961950891414e-27,133287118411855.10413083454408659431247266686098048,21213303745721.514122326430385680931281597929492777
375,-4.8942109226231717152563070529374021294116396232536e-33,1.6725655881415940040388340458266347201940656775018e-27,133287313422083.16067021122428212423852346229397529,21213334782563.262798382088800012730479045974012126
376,-3.8822349863630815397186659191534184301791050128506e-34,1.6725651999180953677306800739600428048522226595913e-27,133287328890916.3458898733240005972000803391566483,21213337244504.528090039472268579182396436683069181
377,3.0137721880644621768019431471031301479508100573543e-33,1.6725682136902834321928568759031899079823706104014e-27,133287208806777.92388932496502908144867015853706026,21213318132520.311297260031420868021472029696466554
378,5.8084378401693522576801321452848597956268398788808e-33,1.6725740221281236015451145560353351928421662372412e-27,133286977369744.60108788075322990633696860911473906,21213281298172.443449711691021111359789467868737787
379,3.7037427536728196349499542157917432520725925979836e-33,1.6725777258708772743647495059895509845854183098338e-27,133286829794853.98577354931813047030349653006469845,21213257810899.125776680220234148525430544791312663
380,4.9510165300628152737899712327234987451841049599342e-33,1.6725826768874073371800232959607837080841634939388e-27,133286632523354.34019791064326218135179468669595538,21213226414164.826032238547185482827319100459358187
381,7.0195054481353661822406287102722948575689039161032e-34,1.6725833788379521507166415200236547353136492508292e-27,133286604554454.45864883272103870194553455121979496,21213221962776.157041376853070200696235737971373383
382,-2.1633494458042201779383037660759740587326949782236e-33,1.6725812154885063464964635817198886593395905181342e-27,133286690752184.70576068813819752471321735830946892,21213235681571.009171009480186366318372947909130606
383,-6.1920045041617347818202749132287154891578181992063e-33,1.672575023484002184761681761444975430624101360316e-27,133286937470871.17828167980079790023052880647146859,21213274948069.51441225550840128128829150569321308
384,-3.6133893131320129109056157647976556700439459915818e-33,1.67257141009468905274877085582921063296843131637e-27,133287081445990.09148177319868821532227351142654908,21213297862421.371691480215630680473787150534009728
385,-4.5337952900075836720086870652167273618824728253261e-33,1.6725668762993990451650988471421454162410694338972e-27,133287262095248.76346001104072857984338882269880289,21213326613643.855223256638682434830213910089449593
386,-1.1319354527164242078459716097395869670169729178172e-33,1.6725657443639463287408910011705356766541024169243e-27,133287307197377.73601880783605410475972402791646982,21213333791870.625174175792615842513955207210349035
387,1.5455268894433225075721953599191739298066055688116e-33,1.6725672898908357720633985733658955958280322235298e-27,133287245615650.61262056024443844096294433277129452,21213323990834.349349100239639905858009418881908826
388,5.9909898552445529751726373639986496127832535288314e-33,1.6725732808806910166163737460032595944776450067834e-27,133287006904659.44020564134520160337483216952709377,21213285998800.133893473964370127245900532400880492
389,4.1446035967556870749109285696918473950038375705815e-33,1.6725774254842877723034486569318292863250400106209e-27,133286841763679.41051822502655480570904182152974748,21213259715796.855128749103327973046131323102904452
390,3.825401347567937721991579539808046404464666131405e-33,1.6725812508856353402411706485113690943714444752871e-27,133286689341799.94622567172024303960431781729479477,21213235457101.303029537454641969344598743109754208
391,1.6052321954170777564866372808361441425284981746316e-33,1.6725828561178307573189271351486499305155870037853e-27,133286625381998.04325865569263978563423113367164806,21213225277582.670993923016304242408854318052062985
392,-1.2263850941304214588660608515433109814185883399335e-33,1.6725816297327366268974682690877983872046055851969e-27,133286674246788.18149178798342686374511142585467466,21213233054655.564641825603784892988582031642255292
393,-5.2457777613474121602277629756598776974071273357411e-33,1.6725763839549752794853080413248227273269081780696e-27,133286883263168.57786533978030823732148569638453109,21213266320645.691900606104446577071070582252530826
394,-5.0291904696999246797774322902063742872502183768479e-33,1.6725713547645055795606282638925325209526209278512e-27,133287083650619.08653576766484278780317492387784893,21213298213298.973938041108560130489287083638163378
395,-3.1274517437390495810517434630749018686024297250163e-33,1.6725682273127618405110472121490694460507523254215e-27,133287208263989.26566830919223299782114365912972849,21213318046132.813287168038700644246379544396857022
396,-1.9943290305419865466961483895742306495094056461338e-33,1.6725662329837312985245005160006798718201028160158e-27,133287287728247.3499818997442151503725064894441071,21213330693262.286535781415409935731008017231058229
397,1.1422832748757661286960140533481071506126011088346e-33,1.6725673752670061742906292120147332199272534286169e-27,133287242213828.0888714116046731116950306385572329,21213323449417.479173076718533447770396723874512218
398,4.1963817447287816393256734907022685336238863741769e-33,1.6725715716487509030722685376882239221957870525033e-27,133287075008875.44576314098283583376092894533522417,21213296837922.756576125299527618032699086767327437
399,5.8725879560995768230764432558453412775157981702627e-33,1.6725774442367070026490916141314797675370645683015e-27,133286841016494.05588501467156456550658284734639638,21213259596878.612533002874326880246048150023561156
400,2.7401654140698099871857376398542202288696315477983e-33,1.672580184402121072459078799869119621757293437933e-27,133286731835438.07508895041011225557239204057518104,21213242220173.861196366373214551657766345772967935
401,2.1828589542896985962848618248260730752315665318073e-33,1.6725823672610753621576750847309444478303686694996e-27,133286644860280.17039492625694658594310406945499527,21213228377647.554466178187473304086627104963453985
402,-1.1517954855110026945187654689740905614895295056127e-33,1.67258121546558985115498056596547547373980717997e-27,133286690753097.80456852193494929468068265700886282,21213235681716.333359807545583403906918523397058732
403,-3.1705927377339206626014786143801232833070948247001e-33,1.6725780448728521172343179644868610936165238728752e-27,133286817084306.91062017633082931613633857756014024,21213255787952.72936378843490507095340688752094698
404,-6.3115696543367908493218086461919046906668073215903e-33,1.6725717333031977804434686426782149017118332060679e-27,133287068567761.89647242120916885420277164626483147,21213295812787.696190324811183099668057803478648995
405,-2.840363261202900605319874805893707295278638028219e-33,1.6725688929399365775428633228034090080045379274299e-27,133287181742033.40881031492089924651031145282121687,21213313825032.438203173762638715860314899887846905
406,-2.1304594529384394816904109484352589801568020344642e-33,1.6725667624804836391033816323924605727455577706278e-27,133287266630377.55214117385775848454173538543048752,21213327335432.019500223334791535297455401153962725
407,1.1124998875347137488032904399886999443742438368452e-33,1.6725678749803711738171304356829005614455021448717e-27,133287222302701.52431000736135444862871210640186837,21213320280463.263894780945000996522283987066498044
408,2.4498538847165273884291592918951226586894590322012e-33,1.6725703248342558903445188648421924565681608343307e-27,133287124688169.54807733874878817049018753564558704,21213304744627.982275473025351779615596783653659108
409,6.1523120327732557928297184100419000473717365790689e-33,1.6725764771462886636003116945606024984682082060673e-27,133286879549981.15387949163944453465208486051982644,21213265729673.558746597005680782431127616208532113
